Name,Price in $,Role,TeamName,auction_year,Price in rs,Nationality,BasePrices in Rs,Winning Bid in Rs,Capped/UnCapped,price_rs,price_crore,match_key
Pavan Deshpande,,All-Rounder, Royal Challengers Bengaluru,2018,"20,00,000",,,,,2000000,0.2,p_deshpande
Anirudha Ashok Joshi,,All-Rounder, Royal Challengers Bengaluru,2018,"20,00,000",,,,,2000000,0.2,a_joshi
Manish Pandey,,Batsman, Sunrisers Hyderabad,2018,"11,00,00,000",,,,,110000000,11.0,m_pandey
Rashid Khan Arman,,Bowler, Sunrisers Hyderabad,2018,"9,00,00,000",,,,,90000000,9.0,r_arman
Shikhar Dhawan,,Batsman, Sunrisers Hyderabad,2018,"5,20,00,000",,,,,52000000,5.2,s_dhawan
Wriddhiman Saha,,Wicket Keeper, Sunrisers Hyderabad,2018,"5,00,00,000",,,,,50000000,5.0,w_saha
Siddarth Kaul,,Bowler, Sunrisers Hyderabad,2018,"3,80,00,000",,,,,38000000,3.8,s_kaul
Deepak Hooda,,All-Rounder, Sunrisers Hyderabad,2018,"3,60,00,000",,,,,36000000,3.6,d_hooda
Syed Khaleel Ahmed,,Bowler, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,s_ahmed
Sandeep Sharma,,Bowler, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,s_sharma
Kane Williamson,,Batsman, Sunrisers Hyderabad,2018,"3,00,00,000",,,,,30000000,3.0,k_williamson
Carlos Brathwaite,,All-Rounder, Sunrisers Hyderabad,2018,"2,00,00,000",,,,,20000000,2.0,c_brathwaite
Shakib Al Hasan,,All-Rounder, Sunrisers Hyderabad,2018,"2,00,00,000",,,,,20000000,2.0,s_hasan
Yusuf Pathan,,All-Rounder, Sunrisers Hyderabad,2018,"1,90,00,000",,,,,19000000,1.9,y_pathan
Shreevats Goswami,,Wicket Keeper, Sunrisers Hyderabad,2018,"1,00,00,000",,,,,10000000,1.0,s_goswami
Mohammad Nabi,,All-Rounder, Sunrisers Hyderabad,2018,"1,00,00,000",,,,,10000000,1.0,m_nabi
Chris Jordan,,All-Rounder, Sunrisers Hyderabad,2018,"1,00,00,000",,,,,10000000,1.0,c_jordan
Basil Thampi,,Bowler, Sunrisers Hyderabad,2018,"95,00,000",,,,,9500000,0.95,b_thampi
Billy Stanlake,,Batsman, Sunrisers Hyderabad,2018,"50,00,000",,,,,5000000,0.5,b_stanlake
T Natarajan,,Bowler, Sunrisers Hyderabad,2018,"40,00,000",,,,,4000000,0.4,t_natarajan
Sachin Baby,,Batsman, Sunrisers Hyderabad,2018,"20,00,000",,,,,2000000,0.2,s_baby
Bipul Sharma,,All-Rounder, Sunrisers Hyderabad,2018,"20,00,000",,,,,2000000,0.2,b_sharma
Syed Mehdi Hasan,,All-Rounder, Sunrisers Hyderabad,2018,"20,00,000",,,,,2000000,0.2,s_hasan
Ricky Bhui,,Batsman, Sunrisers Hyderabad,2018,"20,00,000",,,,,2000000,0.2,r_bhui
Tanmay Agarwal,,Batsman, Sunrisers Hyderabad,2018,"20,00,000",,,,,2000000,0.2,t_agarwal
Mohit Sharma,,Bowler, Chennai Super Kings,2019,"5,00,00,000",,,,,50000000,5.0,m_sharma
Ruturaj Gaikwad ,,Batsman, Chennai Super Kings,2019,"20,00,000",,,,,2000000,0.2,r_gaikwad
Colin Ingram,,Batsman, Delhi Capitals,2019,"6,40,00,000",,,,,64000000,6.4,c_ingram
Axar Rajesh Patel,,All-Rounder, Delhi Capitals,2019,"5,00,00,000",,,,,50000000,5.0,a_patel
Hanuma Vihari,,Batsman, Delhi Capitals,2019,"2,00,00,000",,,,,20000000,2.0,h_vihari
Sherfane Rutherford,,All-Rounder, Delhi Capitals,2019,"2,00,00,000",,,,,20000000,2.0,s_rutherford
Ishant Sharma,,Bowler, Delhi Capitals,2019,"1,10,00,000",,,,,11000000,1.1,i_sharma
Keemo Paul,,All-Rounder, Delhi Capitals,2019,"50,00,000",,,,,5000000,0.5,k_paul
Jalaj Saxena,,All-Rounder, Delhi Capitals,2019,"20,00,000",,,,,2000000,0.2,j_saxena
Ankush Bains,,Wicket Keeper, Delhi Capitals,2019,"20,00,000",,,,,2000000,0.2,a_bains
Nathu Singh,,Bowler, Delhi Capitals,2019,"20,00,000",,,,,2000000,0.2,n_singh
Bandaru Ayyappa,,Bowler, Delhi Capitals,2019,"20,00,000",,,,,2000000,0.2,b_ayyappa
Varun Chakaravarthy,,All-Rounder,Kings XI Punjab,2019,"8,40,00,000",,,,,84000000,8.4,v_chakaravarthy
Sam Curran,,All-Rounder,Kings XI Punjab,2019,"7,20,00,000",,,,,72000000,7.2,s_curran
Mohammad Shami,,Bowler,Kings XI Punjab,2019,"4,80,00,000",,,,,48000000,4.8,m_shami
Prabhsimran Singh,,Wicket Keeper,Kings XI Punjab,2019,"4,80,00,000",,,,,48000000,4.8,p_singh
Nicolas Pooran,,Wicket Keeper,Kings XI Punjab,2019,"4,20,00,000",,,,,42000000,4.2,n_pooran
Moises Henriques,,All-Rounder,Kings XI Punjab,2019,"1,00,00,000",,,,,10000000,1.0,m_henriques
Hardus Viljoen,,Bowler,Kings XI Punjab,2019,"75,00,000",,,,,7500000,0.75,h_viljoen
Darshan Nalkande,,All-Rounder,Kings XI Punjab,2019,"30,00,000",,,,,3000000,0.3,d_nalkande
Sarfaraz Naushad Khan,,All-Rounder,Kings XI Punjab,2019,"25,00,000",,,,,2500000,0.25,s_khan
Arshdeep Singh ,,Bowler,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,a_singh
Agnivesh Ayachi,,All-Rounder,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,a_ayachi
Harpreet Brar,,All-Rounder,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,h_brar
M. Ashwin,,Bowler,Kings XI Punjab,2019,"20,00,000",,,,,2000000,0.2,m_ashwin
Carlos Brathwaite,,All-Rounder, Kolkata Knight Riders,2019,"5,00,00,000",,,,,50000000,5.0,c_brathwaite
Lockie Ferguson ,,Bowler, Kolkata Knight Riders,2019,"1,60,00,000",,,,,16000000,1.6,l_ferguson
Joe Denly ,,Batsman, Kolkata Knight Riders,2019,"1,00,00,000",,,,,10000000,1.0,j_denly
Harry Gurney,,Bowler, Kolkata Knight Riders,2019,"75,00,000",,,,,7500000,0.75,h_gurney
Nikhil Shankar Naik,,Wicket Keeper, Kolkata Knight Riders,2019,"20,00,000",,,,,2000000,0.2,n_naik
Shrikant Mundhe,,All-Rounder, Kolkata Knight Riders,2019,"20,00,000",,,,,2000000,0.2,s_mundhe
Prithvi Raj Yarra,,Bowler, Kolkata Knight Riders,2019,"20,00,000",,,,,2000000,0.2,p_yarra
Anrich Nortje,,Bowler, Kolkata Knight Riders,2019,"20,00,000",,,,,2000000,0.2,a_nortje
Barinder Singh Sran,,Bowler, Mumbai Indians,2019,"3,40,00,000",,,,,34000000,3.4,b_sran
Lasith Malinga,,Bowler, Mumbai Indians,2019,"2,00,00,000",,,,,20000000,2.0,l_malinga
Yuvraj Singh,,All-Rounder, Mumbai Indians,2019,"1,00,00,000",,,,,10000000,1.0,y_singh
Anmolpreet Singh,,Batsman, Mumbai Indians,2019,"80,00,000",,,,,8000000,0.8,a_singh
Pankaj Jaswal,,All-Rounder, Mumbai Indians,2019,"20,00,000",,,,,2000000,0.2,p_jaswal
Rasikh Dar,,Bowler, Mumbai Indians,2019,"20,00,000",,,,,2000000,0.2,r_dar
Jaydev Unadkat,,Bowler, Rajasthan Royals,2019,"8,40,00,000",,,,,84000000,8.4,j_unadkat
Varun Aaron,,Bowler, Rajasthan Royals,2019,"2,40,00,000",,,,,24000000,2.4,v_aaron
Oshane Thomas ,,Bowler, Rajasthan Royals,2019,"1,10,00,000",,,,,11000000,1.1,o_thomas
Ashton Turner,,All-Rounder, Rajasthan Royals,2019,"50,00,000",,,,,5000000,0.5,a_turner
Liam Livingstone,,All-Rounder, Rajasthan Royals,2019,"50,00,000",,,,,5000000,0.5,l_livingstone
Shashank Singh,,All-Rounder, Rajasthan Royals,2019,"30,00,000",,,,,3000000,0.3,s_singh
Riyan Parag,,All-Rounder, Rajasthan Royals,2019,"20,00,000",,,,,2000000,0.2,r_parag
Manan Vohra,,Batsman, Rajasthan Royals,2019,"20,00,000",,,,,2000000,0.2,m_vohra
Shubham Ranjane,,All-Rounder, Rajasthan Royals,2019,"20,00,000",,,,,2000000,0.2,s_ranjane
Shivam Dube,,All-Rounder, Royal Challengers Bengaluru,2019,"5,00,00,000",,,,,50000000,5.0,s_dube
Shimron Hetmyer,,Batsman, Royal Challengers Bengaluru,2019,"4,20,00,000",,,,,42000000,4.2,s_hetmyer
Akshdeep Nath,,All-Rounder, Royal Challengers Bengaluru,2019,"3,60,00,000",,,,,36000000,3.6,a_nath
Prayas Ray Barman,,All-Rounder, Royal Challengers Bengaluru,2019,"1,50,00,000",,,,,15000000,1.5,p_barman
Himmat Singh,,Batsman, Royal Challengers Bengaluru,2019,"65,00,000",,,,,6500000,0.65,h_singh
Gurkeerat Singh Mann,,All-Rounder, Royal Challengers Bengaluru,2019,"50,00,000",,,,,5000000,0.5,g_mann
Heinrich Klaasen,,Wicket Keeper, Royal Challengers Bengaluru,2019,"50,00,000",,,,,5000000,0.5,h_klaasen
Devdutt Padikkal,,Batsman, Royal Challengers Bengaluru,2019,"20,00,000",,,,,2000000,0.2,d_padikkal
Milind Kumar,,All-Rounder, Royal Challengers Bengaluru,2019,"20,00,000",,,,,2000000,0.2,m_kumar
Jonny Bairstow ,,Wicket Keeper, Sunrisers Hyderabad,2019,"2,20,00,000",,,,,22000000,2.2,j_bairstow
Wriddhiman Saha,,Wicket Keeper, Sunrisers Hyderabad,2019,"1,20,00,000",,,,,12000000,1.2,w_saha
Martin Guptill,,Batsman, Sunrisers Hyderabad,2019,"1,00,00,000",,,,,10000000,1.0,m_guptill
Piyush Chawla,,Bowler, Chennai Super Kings,2020,"6,75,00,000",,,,,67500000,6.75,p_chawla
Sam Curran,,All-Rounder, Chennai Super Kings,2020,"5,50,00,000",,,,,55000000,5.5,s_curran
Josh Hazlewood,,Bowler, Chennai Super Kings,2020,"2,00,00,000",,,,,20000000,2.0,j_hazlewood
R. Sai Kishore,,Bowler, Chennai Super Kings,2020,"20,00,000",,,,,2000000,0.2,r_kishore
Shimron Hetmyer,,Batsman, Delhi Capitals,2020,"7,75,00,000",,,,,77500000,7.75,s_hetmyer
Marcus Stoinis,,All-Rounder, Delhi Capitals,2020,"4,80,00,000",,,,,48000000,4.8,m_stoinis
Alex Carey,,Wicket Keeper, Delhi Capitals,2020,"2,40,00,000",,,,,24000000,2.4,a_carey
Jason Roy,,Batsman, Delhi Capitals,2020,"1,50,00,000",,,,,15000000,1.5,j_roy
Chris Woakes,,All-Rounder, Delhi Capitals,2020,"1,50,00,000",,,,,15000000,1.5,c_woakes
Mohit Sharma,,Bowler, Delhi Capitals,2020,"50,00,000",,,,,5000000,0.5,m_sharma
Tushar Deshpande,,Bowler, Delhi Capitals,2020,"20,00,000",,,,,2000000,0.2,t_deshpande
Lalit Yadav,,All-Rounder, Delhi Capitals,2020,"20,00,000",,,,,2000000,0.2,l_yadav
Glenn Maxwell,,All-Rounder, Kings XI Punjab,2020,"10,75,00,000",,,,,107500000,10.75,g_maxwell
Sheldon Cottrell,,Bowler, Kings XI Punjab,2020,"8,50,00,000",,,,,85000000,8.5,s_cottrell
Chris Jordan,,All-Rounder, Kings XI Punjab,2020,"3,00,00,000",,,,,30000000,3.0,c_jordan
Ravi Bishnoi,,Bowler, Kings XI Punjab,2020,"2,00,00,000",,,,,20000000,2.0,r_bishnoi
Prabhsimran Singh,,Wicket Keeper, Kings XI Punjab,2020,"55,00,000",,,,,5500000,0.55,p_singh
Deepak Hooda,,All-Rounder, Kings XI Punjab,2020,"50,00,000",,,,,5000000,0.5,d_hooda
James Neesham,,All-Rounder, Kings XI Punjab,2020,"50,00,000",,,,,5000000,0.5,j_neesham
Tajinder Dhillon,,All-Rounder, Kings XI Punjab,2020,"20,00,000",,,,,2000000,0.2,t_dhillon
Ishan Porel,,Bowler, Kings XI Punjab,2020,"20,00,000",,,,,2000000,0.2,i_porel
Pat Cummins,,All-Rounder, Kolkata Knight Riders,2020,"15,50,00,000",,,,,155000000,15.5,p_cummins
Eoin Morgan,,Batsman, Kolkata Knight Riders,2020,"5,25,00,000",,,,,52500000,5.25,e_morgan
Varun Chakaravarthy,,All-Rounder, Kolkata Knight Riders,2020,"4,00,00,000",,,,,40000000,4.0,v_chakaravarthy
Tom Banton,,Batsman, Kolkata Knight Riders,2020,"1,00,00,000",,,,,10000000,1.0,t_banton
Rahul Tripathi,,Batsman, Kolkata Knight Riders,2020,"60,00,000",,,,,6000000,0.6,r_tripathi
Chris Green,,All-Rounder, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,c_green
Nikhil Shankar Naik,,Wicket Keeper, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,n_naik
Pravin Tambe,,Bowler, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,p_tambe
M Siddharth,,Bowler, Kolkata Knight Riders,2020,"20,00,000",,,,,2000000,0.2,m_siddharth
Nathan Coulter-Nile,,Bowler, Mumbai Indians,2020,"8,00,00,000",,,,,80000000,8.0,n_coulter-nile
Chris Lynn,,Batsman, Mumbai Indians,2020,"2,00,00,000",,,,,20000000,2.0,c_lynn
Saurabh Tiwary,,Batsman, Mumbai Indians,2020,"50,00,000",,,,,5000000,0.5,s_tiwary
Digvijay Deshmukh,,All-Rounder, Mumbai Indians,2020,"20,00,000",,,,,2000000,0.2,d_deshmukh
Prince Balwant Rai Singh,,All-Rounder, Mumbai Indians,2020,"20,00,000",,,,,2000000,0.2,p_singh
Mohsin Khan,,Bowler, Mumbai Indians,2020,"20,00,000",,,,,2000000,0.2,m_khan
Robin Uthappa,,Batsman, Rajasthan Royals,2020,"3,00,00,000",,,,,30000000,3.0,r_uthappa
Jaydev Unadkat,,Bowler, Rajasthan Royals,2020,"3,00,00,000",,,,,30000000,3.0,j_unadkat
Yashasvi Jaiswal,,All-Rounder, Rajasthan Royals,2020,"2,40,00,000",,,,,24000000,2.4,y_jaiswal
Kartik Tyagi,,Bowler, Rajasthan Royals,2020,"1,30,00,000",,,,,13000000,1.3,k_tyagi
Tom Curran,,All-Rounder, Rajasthan Royals,2020,"1,00,00,000",,,,,10000000,1.0,t_curran
Andrew Tye,,Bowler, Rajasthan Royals,2020,"1,00,00,000",,,,,10000000,1.0,a_tye
Anuj Rawat,,Wicket Keeper, Rajasthan Royals,2020,"80,00,000",,,,,8000000,0.8,a_rawat
David Miller,,Batsman, Rajasthan Royals,2020,"75,00,000",,,,,7500000,0.75,d_miller
Oshane Thomas ,,Bowler, Rajasthan Royals,2020,"50,00,000",,,,,5000000,0.5,o_thomas
Anirudha Ashok Joshi,,All-Rounder, Rajasthan Royals,2020,"20,00,000",,,,,2000000,0.2,a_joshi
Akash Singh,,Bowler, Rajasthan Royals,2020,"20,00,000",,,,,2000000,0.2,a_singh
Christopher Morris,,All-Rounder, Royal Challengers Bengaluru,2020,"10,00,00,000",,,,,100000000,10.0,c_morris
Aaron Finch,,Batsman, Royal Challengers Bengaluru,2020,"4,40,00,000",,,,,44000000,4.4,a_finch
Kane Richardson,,Bowler, Royal Challengers Bengaluru,2020,"4,00,00,000",,,,,40000000,4.0,k_richardson
Dale Steyn,,Bowler, Royal Challengers Bengaluru,2020,"2,00,00,000",,,,,20000000,2.0,d_steyn
Isuru Udana,,All-Rounder, Royal Challengers Bengaluru,2020,"50,00,000",,,,,5000000,0.5,i_udana
Shahbaz Ahamad,,Wicket Keeper, Royal Challengers Bengaluru,2020,"20,00,000",,,,,2000000,0.2,s_ahamad
Joshua Philippe,,Wicket Keeper, Royal Challengers Bengaluru,2020,"20,00,000",,,,,2000000,0.2,j_philippe
Pavan Deshpande,,All-Rounder, Royal Challengers Bengaluru,2020,"20,00,000",,,,,2000000,0.2,p_deshpande
Mitchell Marsh,,All-Rounder, Sunrisers Hyderabad,2020,"2,00,00,000",,,,,20000000,2.0,m_marsh
Priyam Garg,,Batsman, Sunrisers Hyderabad,2020,"1,90,00,000",,,,,19000000,1.9,p_garg
Virat Singh,,Batsman, Sunrisers Hyderabad,2020,"1,90,00,000",,,,,19000000,1.9,v_singh
Fabian Allen,,All-Rounder, Sunrisers Hyderabad,2020,"50,00,000",,,,,5000000,0.5,f_allen
Sandeep Bavanaka,,All-Rounder, Sunrisers Hyderabad,2020,"20,00,000",,,,,2000000,0.2,s_bavanaka
Sanjay Yadav,,All-Rounder, Sunrisers Hyderabad,2020,"20,00,000",,,,,2000000,0.2,s_yadav
Abdul Samad,,All-Rounder, Sunrisers Hyderabad,2020,"20,00,000",,,,,2000000,0.2,a_samad
Krishnappa Gowtham,,All-Rounder, Chennai Super Kings,2021,"9,25,00,000",,,,,92500000,9.25,k_gowtham
Moeen Ali,,All-Rounder, Chennai Super Kings,2021,"7,00,00,000",,,,,70000000,7.0,m_ali
Cheteshwar Pujara,,Batsman, Chennai Super Kings,2021,"50,00,000",,,,,5000000,0.5,c_pujara
K.Bhagath Varma,,All-Rounder, Chennai Super Kings,2021,"20,00,000",,,,,2000000,0.2,k_varma
C Hari Nishaanth,,Batsman, Chennai Super Kings,2021,"20,00,000",,,,,2000000,0.2,c_nishaanth
M. Harisankar Reddy,,Bowler, Chennai Super Kings,2021,"20,00,000",,,,,2000000,0.2,m_reddy
Tom Curran ,,All-Rounder , Delhi Capitals,2021,"5,25,00,000",,,,,52500000,5.25,t_curran
Steven Smith ,,Batsman , Delhi Capitals,2021,"2,20,00,000",,,,,22000000,2.2,s_smith
Sam Billings ,,Wicket Keeper , Delhi Capitals,2021,"2,00,00,000",,,,,20000000,2.0,s_billings
Umesh Yadav ,,Bowler , Delhi Capitals,2021,"1,00,00,000",,,,,10000000,1.0,u_yadav
Ripal Patel ,,All-Rounder , Delhi Capitals,2021,"20,00,000",,,,,2000000,0.2,r_patel
Vishnu Vinod ,,Wicket Keeper , Delhi Capitals,2021,"20,00,000",,,,,2000000,0.2,v_vinod
Lukman Hussain Meriwala ,,Bowler , Delhi Capitals,2021,"20,00,000",,,,,2000000,0.2,l_meriwala
M Siddharth ,,Bowler , Delhi Capitals,2021,"20,00,000",,,,,2000000,0.2,m_siddharth
Shakib Al Hasan ,,All-Rounder , Kolkata Knight Riders,2021,"3,20,00,000",,,,,32000000,3.2,s_hasan
Harbhajan Singh ,,Bowler , Kolkata Knight Riders,2021,"2,00,00,000",,,,,20000000,2.0,h_singh
Ben Cutting ,,All-Rounder , Kolkata Knight Riders,2021,"75,00,000",,,,,7500000,0.75,b_cutting
Karun Nair ,,Batsman , Kolkata Knight Riders,2021,"50,00,000",,,,,5000000,0.5,k_nair
Pawan Negi ,,All-Rounder , Kolkata Knight Riders,2021,"50,00,000",,,,,5000000,0.5,p_negi
Venkatesh Iyer ,,All-Rounder , Kolkata Knight Riders,2021,"20,00,000",,,,,2000000,0.2,v_iyer
Sheldon Jackson ,,Wicket Keeper , Kolkata Knight Riders,2021,"20,00,000",,,,,2000000,0.2,s_jackson
Vaibhav Arora ,,Bowler , Kolkata Knight Riders,2021,"20,00,000",,,,,2000000,0.2,v_arora
Nathan Coulter-Nile ,,Bowler , Mumbai Indians,2021,"5,00,00,000",,,,,50000000,5.0,n_coulter-nile
Adam Milne ,,Bowler , Mumbai Indians,2021,"3,20,00,000",,,,,32000000,3.2,a_milne
Piyush Chawla ,,Bowler , Mumbai Indians,2021,"2,40,00,000",,,,,24000000,2.4,p_chawla
James Neesham ,,All-Rounder , Mumbai Indians,2021,"50,00,000",,,,,5000000,0.5,j_neesham
Yudhvir Charak ,,All-Rounder , Mumbai Indians,2021,"20,00,000",,,,,2000000,0.2,y_charak
Marco Jansen ,,All-Rounder , Mumbai Indians,2021,"20,00,000",,,,,2000000,0.2,m_jansen
Arjun Tendulkar ,,All-Rounder , Mumbai Indians,2021," 20,00,000",,,,,2000000,0.2,a_tendulkar
Jhye Richardson ,,Bowler , Punjab Kings,2021,"14,00,00,000",,,,,140000000,14.0,j_richardson
Riley Meredith ,,Bowler , Punjab Kings,2021,"8,00,00,000",,,,,80000000,8.0,r_meredith
Shahrukh Khan ,,All-Rounder , Punjab Kings,2021,"5,25,00,000",,,,,52500000,5.25,s_khan
Moises Henriques ,,All-Rounder , Punjab Kings,2021,"4,20,00,000",,,,,42000000,4.2,m_henriques
Dawid Malan ,,All-Rounder , Punjab Kings,2021,"1,50,00,000",,,,,15000000,1.5,d_malan
Fabian Allen ,, All-Rounder , Punjab Kings,2021,"75,00,000",,,,,7500000,0.75,f_allen
Jalaj Saxena ,,All-Rounder , Punjab Kings,2021,"30,00,000",,,,,3000000,0.3,j_saxena
Saurabh Kumar ,,All-Rounder , Punjab Kings,2021,"20,00,000",,,,,2000000,0.2,s_kumar
Utkarsh Singh ,,All-Rounder , Punjab Kings,2021,"20,00,000",,,,,2000000,0.2,u_singh
Christopher Morris ,,All-Rounder , Rajasthan Royals,2021,"16,25,00,000",,,,,162500000,16.25,c_morris
Shivam Dube ,,All-Rounder , Rajasthan Royals,2021,"4,40,00,000",,,,,44000000,4.4,s_dube
Chetan Sakariya ,,Bowler , Rajasthan Royals,2021,"1,20,00,000",,,,,12000000,1.2,c_sakariya
Mustafizur Rahman ,,Bowler , Rajasthan Royals,2021,"1,00,00,000",,,,,10000000,1.0,m_rahman
Liam Livingstone ,,All-Rounder , Rajasthan Royals,2021,"75,00,000",,,,,7500000,0.75,l_livingstone
K.C Cariappa ,,Bowler , Rajasthan Royals,2021,"20,00,000",,,,,2000000,0.2,k_cariappa
Akash Singh ,,Bowler, Rajasthan Royals,2021,"20,00,000",,,,,2000000,0.2,a_singh
Kuldip Yadav ,, Bowler , Rajasthan Royals,2021," 20,00,000",,,,,2000000,0.2,k_yadav
Kyle Jamieson ,,All-Rounder , Royal Challengers Bengaluru,2021,"15,00,00,000",,,,,150000000,15.0,k_jamieson
Glenn Maxwell ,,All-Rounder , Royal Challengers Bengaluru,2021,"14,25,00,000",,,,,142500000,14.25,g_maxwell
Dan Christian ,,All-Rounder , Royal Challengers Bengaluru,2021,"4,80,00,000",,,,,48000000,4.8,d_christian
Sachin Baby ,,Batsman , Royal Challengers Bengaluru,2021,"20,00,000",,,,,2000000,0.2,s_baby
Rajat Patidar ,,Batsman , Royal Challengers Bengaluru,2021,"20,00,000",,,,,2000000,0.2,r_patidar
Mohammed Azharudeen ,,Wicket Keeper , Royal Challengers Bengaluru,2021,"20,00,000",,,,,2000000,0.2,m_azharudeen
Suyash Prabhudesai ,,All-Rounder , Royal Challengers Bengaluru,2021,"20,00,000",,,,,2000000,0.2,s_prabhudesai
Kona Srikar Bharat ,, Wicket Keeper, Royal Challengers Bengaluru,2021," 20,00,000",,,,,2000000,0.2,k_bharat
Kedar Jadhav ,,All-Rounder , Sunrisers Hyderabad,2021,"2,00,00,000",,,,,20000000,2.0,k_jadhav
Mujeeb Zadran ,,Bowler , Sunrisers Hyderabad,2021,"1,50,00,000",,,,,15000000,1.5,m_zadran
J Suchith ,,Bowler , Sunrisers Hyderabad,2021,"30,00,000",,,,,3000000,0.3,j_suchith
Robin Uthappa ,,Batsman , Chennai Super Kings,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,r_uthappa
Dwayne Bravo ,,All-Rounder , Chennai Super Kings,2022,"4,40,00,000 ",Overseas ,,,,44000000,4.4,d_bravo
Ambati Rayudu ,,Wicket Keeper , Chennai Super Kings,2022,"6,75,00,000 ",Indian ,,,,67500000,6.75,a_rayudu
Deepak Chahar ,,Bowler , Chennai Super Kings,2022,"14,00,00,000 ",Indian ,,,,140000000,14.0,d_chahar
C.Hari Nishaanth ,,Batsman , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,c_nishaanth
N. Jagadeesan ,,Wicket Keeper , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,n_jagadeesan
K.M. Asif ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_asif
Tushar Deshpande ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,t_deshpande
Shivam Dube ,,All-Rounder , Chennai Super Kings,2022,"4,00,00,000 ",Indian ,,,,40000000,4.0,s_dube
Chris Jordan ,,All-Rounder , Chennai Super Kings,2022,"3,60,00,000 ",Overseas ,,,,36000000,3.6,c_jordan
Maheesh Theekshana ,,Bowler , Chennai Super Kings,2022,"70,00,000 ",Overseas ,,,,7000000,0.7,m_theekshana
Rajvardhan Hangargekar ,,All-Rounder , Chennai Super Kings,2022,"1,50,00,000 ",Indian ,,,,15000000,1.5,r_hangargekar
Simarjeet Singh ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_singh
Devon Conway ,,Batsman , Chennai Super Kings,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,d_conway
Dwaine Pretorius ,,All-Rounder , Chennai Super Kings,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,d_pretorius
Mitchell Santner ,,All-Rounder , Chennai Super Kings,2022,"1,90,00,000 ",Overseas ,,,,19000000,1.9,m_santner
Adam Milne ,,Bowler , Chennai Super Kings,2022,"1,90,00,000 ",Overseas ,,,,19000000,1.9,a_milne
Subhranshu Senapati ,,Batsman , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_senapati
Mukesh Choudhary ,,Bowler , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_choudhary
Prashant Solanki ,,Bowler , Chennai Super Kings,2022,"1,20,00,000 ",Indian ,,,,12000000,1.2,p_solanki
K.Bhagath Varma ,,All-Rounder , Chennai Super Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_varma
David Warner ,,Batsman , Delhi Capitals,2022,"6,25,00,000 ",Overseas ,,,,62500000,6.25,d_warner
Mitchell Marsh ,,All-Rounder , Delhi Capitals,2022,"6,50,00,000 ",Overseas ,,,,65000000,6.5,m_marsh
Mustafizur Rahman ,,Bowler , Delhi Capitals,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,m_rahman
Shardul Thakur ,,Bowler , Delhi Capitals,2022,"10,75,00,000 ",Indian ,,,,107500000,10.75,s_thakur
Kuldeep Yadav ,,Bowler , Delhi Capitals,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,k_yadav
Ashwin Hebbar ,,Batsman , Delhi Capitals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_hebbar
Sarfaraz Khan ,,All-Rounder , Delhi Capitals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_khan
Kamlesh Nagarkoti ,,All-Rounder , Delhi Capitals,2022,"1,10,00,000 ",Indian ,,,,11000000,1.1,k_nagarkoti
K.S. Bharat ,,Wicket Keeper , Delhi Capitals,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,k_bharat
Mandeep Singh ,,Batsman , Delhi Capitals,2022,"1,10,00,000 ",Indian ,,,,11000000,1.1,m_singh
Syed Khaleel Ahmed ,,Bowler , Delhi Capitals,2022,"5,25,00,000 ",Indian ,,,,52500000,5.25,s_ahmed
Lungisani Ngidi ,,Bowler , Delhi Capitals,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,l_ngidi
Chetan Sakariya ,,Bowler , Delhi Capitals,2022,"4,20,00,000 ",Indian ,,,,42000000,4.2,c_sakariya
Yash Dhull ,,All-Rounder , Delhi Capitals,2022,"50,00,000 ",Indian ,,,,5000000,0.5,y_dhull
